paths	winner	count
418326975	1	9
4183275	1	7
41832765	2	8
418327695	1	9
41832795	2	8
418327965	1	9
4183295	1	7
41832965	2	8
418329675	1	9
41832975	2	8
41832976	2	8
418352	2	6
4183562	1	7
41835672	2	8
41835679	2	8
41835692	2	8
418356972	1	9
4183572	1	7
4183576	1	7
41835792	2	8
418357962	1	9
4183592	1	7
4183596	1	7
41835972	2	8
41835976	2	8
418362	2	6
41836527	2	8
41836529	2	8
41836572	2	8
41836579	2	8
41836592	2	8
41836597	2	8
41836725	2	8
418367295	1	9
4183675	1	7
41836792	2	8
41836795	2	8
41836925	2	8
418369275	1	9
4183695	1	7
41836972	2	8
41836975	2	8
418372	2	6
418375269	1	9
41837529	2	8
41837562	2	8
41837569	2	8
4183759	1	7
418376259	1	9
41837629	2	8
41837652	2	8
41837659	2	8
4183769	1	7
41837925	2	8
41837926	2	8
41837952	2	8
41837956	2	8
41837962	2	8
41837965	2	8
418392	2	6
418395267	1	9
41839527	2	8
41839562	2	8
41839567	2	8
4183957	1	7
418396257	1	9
418396275	1	9
41839652	2	8
418396572	1	9
4183967	1	7
41839725	2	8
418397265	1	9
41839752	2	8
418397562	1	9
41839762	2	8
41839765	2	8
41852367	2	8
41852369	2	8
418523769	1	9
41852379	2	8
418523967	1	9
41852397	2	8
418526379	0	9
41852639	2	8
418526739	1	9
41852679	2	8
418526937	1	9
418526973	0	9
418527369	0	9
41852739	2	8
41852763	2	8
41852769	2	8
41852793	2	8
418527963	0	9
418529	2	6
418532679	1	9
41853269	2	8
418532769	1	9
41853279	2	8
418532967	1	9
418532976	1	9
418536279	0	9
41853629	2	8
418536729	1	9
41853679	2	8
418536927	1	9
418536972	0	9
418537269	0	9
41853729	2	8
418537629	1	9
41853769	2	8
418537926	1	9
418537962	0	9
418539	2	6
418562379	1	9
41856239	2	8
41856273	2	8
41856279	2	8
41856293	2	8
418562973	1	9
41856327	2	8
41856329	2	8
41856372	2	8
41856379	2	8
41856392	2	8
41856397	2	8
41856723	2	8
41856729	2	8
418567329	1	9
41856739	2	8
418567923	1	9
41856793	2	8
418569	2	6
418572369	1	9
41857239	2	8
41857263	2	8
41857269	2	8
4185729	1	7
418573269	1	9
41857329	2	8
41857362	2	8
41857369	2	8
4185739	1	7
418576239	1	9
41857629	2	8
418576329	1	9
41857639	2	8
4185769	1	7
418579	2	6
418592367	1	9
418592376	1	9
41859263	2	8
418592673	1	9
4185927	1	7
418593267	1	9
41859327	2	8
41859362	2	8
41859367	2	8
4185937	1	7
418596237	1	9
418596273	0	9
418596327	1	9
418596372	0	9
4185967	1	7
41859723	2	8
418597263	0	9
418597326	1	9
418597362	0	9
418597623	1	9
41859763	2	8
4186235	1	7
418623759	1	9
41862379	2	8
418623957	1	9
418623975	1	9
418625379	0	9
41862539	2	8
418625739	1	9
41862579	2	8
418625937	1	9
418625973	0	9
418627359	0	9
418627395	1	9
4186275	1	7
418627935	1	9
418627953	0	9
41862935	2	8
418629375	1	9
4186295	1	7
41862973	2	8
41862975	2	8
418632579	0	9
418632597	1	9
418632759	1	9
418632795	1	9
418632957	1	9
418632975	0	9
418635279	0	9
41863529	2	8
418635729	1	9
41863579	2	8
418635927	1	9
418635972	0	9
418637259	0	9
418637295	1	9
418637529	0	9
418637592	1	9
418637925	0	9
418637952	0	9
41863925	2	8
418639275	1	9
418639527	1	9
418639572	1	9
418639725	1	9
41863975	2	8
418652379	0	9
418652397	1	9
41865273	2	8
418652793	1	9
41865293	2	8
418652973	0	9
4186532	1	7
41865372	2	8
41865379	2	8
41865392	2	8
418653972	1	9
4186572	1	7
418657329	0	9
418657392	1	9
418657923	0	9
418657932	1	9
4186592	1	7
418659327	1	9
418659372	1	9
418659723	1	9
41865973	2	8
418672359	1	9
418672395	1	9
41867253	2	8
418672593	1	9
4186729	1	7
418673259	1	9
41867329	2	8
41867352	2	8
41867359	2	8
4186739	1	7
418675239	1	9
41867529	2	8
418675329	1	9
41867539	2	8
4186759	1	7
41867923	2	8
41867925	2	8
418679325	1	9
41867935	2	8
418679523	1	9
41867953	2	8
418692357	1	9
418692375	0	9
41869253	2	8
418692573	0	9
4186927	1	7
418693257	1	9
418693275	1	9
41869352	2	8
418693572	1	9
4186937	1	7
418695237	1	9
418695273	0	9
418695327	1	9
418695372	0	9
4186957	1	7
418697235	1	9
418697253	0	9
418697325	0	9
418697352	0	9
418697523	0	9
418697532	1	9
4187235	1	7
41872365	2	8
418723695	1	9
41872395	2	8
418723965	1	9
418725369	0	9
41872539	2	8
41872563	2	8
41872569	2	8
41872593	2	8
418725963	0	9
418726359	0	9
418726395	1	9
4187265	1	7
418726935	1	9
418726953	0	9
41872935	2	8
418729365	1	9
4187295	1	7
418729635	1	9
41872965	2	8
418732569	0	9
418732596	1	9
418732659	1	9
418732695	1	9
418732956	1	9
418732965	0	9
418735269	0	9
41873529	2	8
418735629	1	9
41873569	2	8
418735926	1	9
418735962	0	9
418736259	0	9
418736295	1	9
418736529	0	9
418736592	1	9
418736925	0	9
418736952	0	9
41873925	2	8
418739265	1	9
418739526	1	9
418739562	1	9
418739625	1	9
41873965	2	8
418752369	0	9
418752396	1	9
4187526	1	7
41875293	2	8
418752963	0	9
4187532	1	7
4187536	1	7
41875392	2	8
418753962	1	9
4187562	1	7
418756329	0	9
418756392	1	9
418756923	0	9
418756932	1	9
4187592	1	7
418759326	1	9
418759362	1	9
4187596	1	7
418762359	1	9
418762395	1	9
4187625	1	7
41876293	2	8
418762953	1	9
41876325	2	8
418763295	1	9
4187635	1	7
41876392	2	8
41876395	2	8
41876523	2	8
41876529	2	8
418765329	1	9
41876539	2	8
418765923	1	9
41876593	2	8
418769235	1	9
41876925	2	8
418769325	1	9
41876935	2	8
4187695	1	7
418792356	1	9
418792365	0	9
41879253	2	8
418792563	0	9
41879263	2	8
418792653	1	9
41879325	2	8
418793265	1	9
41879352	2	8
418793562	1	9
41879362	2	8
41879365	2	8
41879523	2	8
418795263	0	9
418795326	1	9
418795362	0	9
418795623	1	9
41879563	2	8
418796235	1	9
418796253	0	9
418796325	0	9
418796352	0	9
418796523	0	9
418796532	1	9
4189235	1	7
41892365	2	8
418923675	1	9
41892375	2	8
41892376	2	8
418925	2	6
41892635	2	8
418926375	1	9
4189265	1	7
41892673	2	8
41892675	2	8
41892735	2	8
418927365	1	9
4189275	1	7
418927635	1	9
41892765	2	8
418932567	1	9
418932576	1	9
41893265	2	8
418932675	1	9
41893275	2	8
418932765	1	9
418935	2	6
41893625	2	8
418936275	1	9
418936527	1	9
418936572	1	9
418936725	1	9
41893675	2	8
41893725	2	8
418937265	1	9
418937526	1	9
418937562	1	9
418937625	1	9
41893765	2	8
418952367	1	9
418952376	1	9
4189526	1	7
41895273	2	8
418952763	1	9
4189532	1	7
4189536	1	7
41895372	2	8
41895376	2	8
4189562	1	7
418956327	1	9
418956372	1	9
418956723	1	9
41895673	2	8
4189572	1	7
418957326	1	9
418957362	1	9
4189576	1	7
41896235	2	8
418962375	1	9
4189625	1	7
41896273	2	8
41896275	2	8
41896325	2	8
418963275	1	9
4189635	1	7
41896372	2	8
41896375	2	8
418965	2	6
418967235	1	9
41896725	2	8
418967325	1	9
41896735	2	8
4189675	1	7
41897235	2	8
418972365	1	9
41897253	2	8
418972563	1	9
41897263	2	8
41897265	2	8
41897325	2	8
41897326	2	8
41897352	2	8
41897356	2	8
41897362	2	8
41897365	2	8
418975	2	6
41897623	2	8
41897625	2	8
418976325	1	9
41897635	2	8
418976523	1	9
41897653	2	8
4192356	1	7
419235768	1	9
41923578	2	8
419235867	1	9
419235876	1	9
419236578	0	9
419236587	1	9
419236758	1	9
419236785	1	9
419236857	1	9
419236875	0	9
419237568	0	9
419237586	1	9
4192376	1	7
419237856	1	9
419237865	0	9
419238567	1	9
419238576	1	9
4192386	1	7
41923875	2	8
419238765	1	9
419253	2	6
419256378	0	9
419256387	1	9
41925673	2	8
419256783	1	9
41925683	2	8
419256873	0	9
419257368	0	9
419257386	1	9
4192576	1	7
41925783	2	8
419257863	0	9
419258367	1	9
419258376	1	9
4192586	1	7
41925873	2	8
419258763	1	9
419263	2	6
4192653	1	7
41926573	2	8
41926578	2	8
41926583	2	8
419265873	1	9
4192673	1	7
4192675	1	7
41926783	2	8
419267853	1	9
4192683	1	7
4192685	1	7
41926873	2	8
41926875	2	8
419273	2	6
419275368	1	9
41927538	2	8
41927563	2	8
41927568	2	8
4192758	1	7
419276358	1	9
419276385	1	9
41927653	2	8
419276583	1	9
4192768	1	7
41927835	2	8
419278365	1	9
41927853	2	8
419278563	1	9
41927863	2	8
41927865	2	8
419283	2	6
419285367	1	9
419285376	1	9
41928563	2	8
419285673	1	9
4192857	1	7
419286357	1	9
419286375	0	9
41928653	2	8
419286573	0	9
4192867	1	7
419287356	1	9
419287365	0	9
41928753	2	8
419287563	0	9
41928763	2	8
419287653	1	9
41932567	2	8
419325687	0	9
419325768	1	9
419325786	0	9
419325867	1	9
41932587	2	8
419326578	1	9
419326587	0	9
419326758	1	9
419326785	0	9
419326857	1	9
419326875	1	9
419327568	1	9
419327586	1	9
41932765	2	8
419327685	1	9
41932785	2	8
419327865	1	9
419328567	0	9
419328576	1	9
419328657	0	9
419328675	1	9
419328756	0	9
419328765	0	9
419352	2	6
419356278	1	9
419356287	0	9
41935672	2	8
419356782	0	9
41935682	2	8
419356872	1	9
419357268	1	9
419357286	1	9
4193576	1	7
41935782	2	8
419357862	1	9
419358267	0	9
419358276	1	9
4193586	1	7
41935872	2	8
419358762	0	9
419362	2	6
41936527	2	8
419365287	0	9
41936572	2	8
419365782	0	9
41936582	2	8
41936587	2	8
41936725	2	8
419367285	1	9
4193675	1	7
41936782	2	8
41936785	2	8
419368257	0	9
419368275	1	9
4193685	1	7
41936872	2	8
419368752	0	9
419372	2	6
419375268	1	9
419375286	0	9
41937562	2	8
419375682	0	9
4193758	1	7
419376258	1	9
419376285	0	9
41937652	2	8
419376582	0	9
4193768	1	7
419378256	0	9
419378265	0	9
41937852	2	8
419378562	0	9
41937862	2	8
419378652	0	9
419382	2	6
419385267	1	9
41938527	2	8
41938562	2	8
41938567	2	8
4193857	1	7
419386257	1	9
419386275	1	9
41938652	2	8
419386572	1	9
4193867	1	7
41938725	2	8
419387265	1	9
41938752	2	8
419387562	1	9
41938762	2	8
41938765	2	8
41952367	2	8
419523687	0	9
419523768	1	9
419523786	0	9
419523867	1	9
41952387	2	8
419526378	0	9
419526387	0	9
419526738	1	9
419526783	0	9
419526837	1	9
419526873	0	9
419527368	0	9
419527386	1	9
41952763	2	8
419527683	1	9
41952783	2	8
419527863	0	9
419528367	0	9
419528376	1	9
419528637	0	9
419528673	1	9
419528736	0	9
419528763	0	9
4195326	1	7
419532768	1	9
41953278	2	8
419532867	1	9
419532876	1	9
419536278	0	9
419536287	0	9
419536728	1	9
419536782	0	9
419536827	1	9
419536872	0	9
419537268	0	9
419537286	1	9
4195376	1	7
419537826	1	9
419537862	0	9
419538267	0	9
419538276	1	9
4195386	1	7
41953872	2	8
419538762	0	9
4195623	1	7
41956273	2	8
41956278	2	8
41956283	2	8
419562873	1	9
41956327	2	8
419563287	0	9
41956372	2	8
419563782	0	9
41956382	2	8
41956387	2	8
41956723	2	8
419567283	1	9
4195673	1	7
419567823	1	9
41956783	2	8
419568237	0	9
419568273	1	9
4195683	1	7
41956872	2	8
419568732	0	9
419572368	1	9
41957238	2	8
41957263	2	8
41957268	2	8
4195728	1	7
419573268	1	9
419573286	0	9
41957362	2	8
419573682	0	9
4195738	1	7
419576238	1	9
419576283	0	9
419576328	1	9
419576382	0	9
4195768	1	7
419578236	0	9
419578263	0	9
41957832	2	8
419578362	0	9
41957862	2	8
419578632	0	9
419582367	1	9
419582376	1	9
41958263	2	8
419582673	1	9
4195827	1	7
419583267	1	9
41958327	2	8
41958362	2	8
41958367	2	8
4195837	1	7
419586237	1	9
419586273	0	9
419586327	1	9
419586372	0	9
4195867	1	7
41958723	2	8
419587263	0	9
419587326	1	9
419587362	0	9
419587623	1	9
41958763	2	8
419623578	1	9
419623587	0	9
419623758	1	9
419623785	0	9
419623857	1	9
419623875	1	9
419625378	0	9
419625387	0	9
419625738	1	9
419625783	0	9
419625837	1	9
419625873	0	9
419627358	0	9
419627385	0	9
419627538	1	9
419627583	0	9
419627835	1	9
419627853	0	9
419628357	0	9
419628375	0	9
419628537	0	9
419628573	0	9
419628735	0	9
419628753	0	9
419632578	0	9
419632587	1	9
419632758	1	9
419632785	1	9
419632857	1	9
419632875	0	9
419635278	0	9
419635287	0	9
419635728	1	9
419635782	0	9
419635827	1	9
419635872	0	9
419637258	0	9
419637285	0	9
419637528	0	9
419637582	0	9
419637825	0	9
419637852	0	9
419638257	0	9
419638275	0	9
419638527	1	9
419638572	0	9
419638725	1	9
419638752	0	9
419652378	0	9
419652387	1	9
41965273	2	8
419652783	1	9
41965283	2	8
419652873	0	9
419653278	1	9
419653287	0	9
41965372	2	8
419653782	0	9
41965382	2	8
419653872	1	9
419657238	1	9
419657283	0	9
419657328	0	9
419657382	0	9
419657823	0	9
419657832	1	9
419658237	0	9
419658273	0	9
419658327	1	9
419658372	0	9
419658723	1	9
419658732	0	9
419672358	1	9
419672385	1	9
41967253	2	8
419672583	1	9
4196728	1	7
419673258	1	9
419673285	0	9
41967352	2	8
419673582	0	9
4196738	1	7
419675238	1	9
419675283	0	9
419675328	1	9
419675382	0	9
4196758	1	7
419678235	0	9
419678253	0	9
419678325	1	9
419678352	0	9
419678523	1	9
419678532	0	9
419682357	1	9
419682375	0	9
41968253	2	8
419682573	0	9
4196827	1	7
419683257	1	9
419683275	1	9
41968352	2	8
419683572	1	9
4196837	1	7
419685237	1	9
419685273	0	9
419685327	1	9
419685372	0	9
4196857	1	7
419687235	1	9
419687253	0	9
419687325	0	9
419687352	0	9
419687523	0	9
419687532	1	9
419723568	1	9
419723586	1	9
41972365	2	8
419723685	1	9
41972385	2	8
419723865	1	9
419725368	0	9
419725386	1	9
41972563	2	8
419725683	1	9
41972583	2	8
419725863	0	9
419726358	0	9
419726385	0	9
419726538	1	9
419726583	0	9
419726835	1	9
419726853	0	9
419728356	1	9
419728365	0	9
419728536	1	9
419728563	0	9
419728635	1	9
419728653	1	9
419732568	0	9
419732586	1	9
4197326	1	7
419732856	1	9
419732865	0	9
419735268	0	9
419735286	1	9
4197356	1	7
419735826	1	9
419735862	0	9
419736258	0	9
419736285	0	9
419736528	0	9
419736582	0	9
419736825	0	9
419736852	0	9
419738256	1	9
419738265	0	9
419738526	1	9
419738562	0	9
4197386	1	7
419752368	0	9
419752386	1	9
4197526	1	7
41975283	2	8
419752863	0	9
419753268	1	9
419753286	1	9
4197536	1	7
41975382	2	8
419753862	1	9
419756238	1	9
419756283	0	9
419756328	0	9
419756382	0	9
419756823	0	9
419756832	1	9
419758236	1	9
419758263	0	9
419758326	1	9
419758362	0	9
4197586	1	7
4197623	1	7
4197625	1	7
41976283	2	8
419762853	1	9
41976325	2	8
419763285	1	9
4197635	1	7
41976382	2	8
41976385	2	8
41976523	2	8
419765283	1	9
4197653	1	7
419765823	1	9
41976583	2	8
419768235	1	9
419768253	1	9
4197683	1	7
4197685	1	7
419782356	1	9
419782365	0	9
41978253	2	8
419782563	0	9
41978263	2	8
419782653	1	9
41978325	2	8
419783265	1	9
41978352	2	8
419783562	1	9
41978362	2	8
41978365	2	8
41978523	2	8
419785263	0	9
419785326	1	9
419785362	0	9
419785623	1	9
41978563	2	8
419786235	1	9
419786253	0	9
419786325	0	9
419786352	0	9
419786523	0	9
419786532	1	9
419823567	0	9
419823576	1	9
419823657	0	9
419823675	1	9
419823756	0	9
419823765	0	9
419825367	0	9
419825376	1	9
419825637	0	9
419825673	1	9
419825736	0	9
419825763	0	9
419826357	0	9
419826375	0	9
419826537	0	9
419826573	0	9
419826735	0	9
419826753	0	9
419827356	1	9
419827365	0	9
419827536	1	9
419827563	0	9
419827635	1	9
419827653	1	9
419832567	1	9
419832576	1	9
4198326	1	7
41983275	2	8
419832765	1	9
419835267	0	9
419835276	1	9
4198356	1	7
41983572	2	8
419835762	0	9
419836257	0	9
419836275	0	9
419836527	1	9
419836572	0	9
419836725	1	9
419836752	0	9
419837256	1	9
419837265	0	9
419837526	1	9
419837562	0	9
4198376	1	7
419852367	1	9
419852376	1	9
4198526	1	7
41985273	2	8
419852763	1	9
419853267	0	9
419853276	1	9
4198536	1	7
41985372	2	8
419853762	0	9
419856237	0	9
419856273	0	9
419856327	1	9
419856372	0	9
419856723	1	9
419856732	0	9
419857236	1	9
419857263	0	9
419857326	1	9
419857362	0	9
4198576	1	7
4198623	1	7
4198625	1	7
41986273	2	8
41986275	2	8
419863257	0	9
419863275	1	9
4198635	1	7
41986372	2	8
419863752	0	9
419865237	0	9
419865273	1	9
4198653	1	7
41986572	2	8
419865732	0	9
419867235	1	9
419867253	1	9
4198673	1	7
4198675	1	7
41987235	2	8
419872365	1	9
41987253	2	8
419872563	1	9
41987263	2	8
41987265	2	8
419873256	0	9
419873265	0	9
41987352	2	8
419873562	0	9
41987362	2	8
419873652	0	9
419875236	0	9
419875263	0	9
41987532	2	8
419875362	0	9
41987562	2	8
419875632	0	9
419876235	0	9
419876253	0	9
419876325	1	9
419876352	0	9
419876523	1	9
419876532	0	9
4213567	1	7
421356879	1	9
42135689	2	8
4213569	1	7
4213576	1	7
421357869	1	9
421357896	1	9
4213579	1	7
4213586	1	7
4213587	1	7
4213589	1	7
4213596	1	7
4213597	1	7
42135986	2	8
421359876	1	9
4213657	1	7
42136587	2	8
421365897	1	9
42136597	2	8
42136598	2	8
4213675	1	7
42136785	2	8
421367895	1	9
42136795	2	8
421367985	1	9
4213685	1	7
4213687	1	7
42136895	2	8
421368975	1	9
4213695	1	7
4213697	1	7
421369857	1	9
421369875	1	9
42137	1	5
42138567	2	8
421385697	1	9
4213857	1	7
421385967	1	9
42138597	2	8
421386579	1	9
42138659	2	8
4213867	1	7
421386957	1	9
421386975	1	9
421387569	1	9
421387596	1	9
42138765	2	8
421387695	1	9
42138795	2	8
421387965	1	9
42138956	2	8
421389576	1	9
421389657	1	9
421389675	1	9
4213897	1	7
42139567	2	8
42139568	2	8
4213957	1	7
421395867	1	9
42139587	2	8
4213965	1	7
4213967	1	7
421396857	1	9
421396875	1	9
4213975	1	7
42139765	2	8
421397685	1	9
42139785	2	8
421397865	1	9
4213985	1	7
42139865	2	8
421398675	1	9
4213987	1	7
4215367	1	7
421536879	0	9
421536897	1	9
421536978	0	9
42153698	2	8
42153768	2	8
421537698	0	9
421537869	0	9
421537896	0	9
421537968	0	9
42153798	2	8
421538	2	6
421539678	0	9
42153968	2	8
4215397	1	7
421539867	1	9
421539876	0	9
4215637	1	7
42156387	2	8
421563897	1	9
42156397	2	8
42156398	2	8
42156738	2	8
421567398	0	9
42156783	2	8
421567893	0	9
42156793	2	8
42156798	2	8
421568	2	6
421569378	0	9
42156938	2	8
4215697	1	7
421569837	1	9
421569873	0	9
42157	1	5
42158367	2	8
421583697	1	9
4215837	1	7
421583967	1	9
42158397	2	8
421586379	0	9
421586397	1	9
4215867	1	7
421586937	1	9
421586973	0	9
421587369	0	9
421587396	0	9
42158763	2	8
421587693	0	9
42158793	2	8
421587963	0	9
421589367	1	9
421589376	0	9
421589637	1	9
421589673	0	9
4215897	1	7
42159367	2	8
42159368	2	8
4215937	1	7
421593867	1	9
42159387	2	8
421596378	0	9
42159638	2	8
4215967	1	7
421596837	1	9
421596873	0	9
421597368	0	9
42159738	2	8
42159763	2	8
42159768	2	8
42159783	2	8
421597863	0	9
421598	2	6
4216357	1	7
421635879	0	9
421635897	1	9
421635978	0	9
42163598	2	8
421637589	1	9
421637598	0	9
421637859	0	9
421637895	0	9
421637958	0	9
421637985	1	9
421638579	1	9
421638597	1	9
4216387	1	7
42163895	2	8
421638975	1	9
421639578	0	9
421639587	1	9
4216397	1	7
421639857	1	9
421639875	0	9
4216537	1	7
421653879	1	9
42165389	2	8
4216539	1	7
421657389	1	9
421657398	0	9
421657839	1	9
421657893	0	9
4216579	1	7
421658379	1	9
421658397	1	9
4216587	1	7
4216589	1	7
421659378	0	9
421659387	1	9
4216597	1	7
42165983	2	8
421659873	0	9
42167	1	5
421683579	1	9
42168359	2	8
4216837	1	7
421683957	1	9
421683975	1	9
421685379	0	9
421685397	1	9
4216857	1	7
421685937	1	9
421685973	0	9
421687359	0	9
421687395	0	9
421687539	1	9
421687593	0	9
421687935	1	9
421687953	0	9
421689357	1	9
421689375	0	9
42168953	2	8
421689573	0	9
4216897	1	7
4216935	1	7
4216937	1	7
421693857	1	9
421693875	1	9
421695378	0	9
42169538	2	8
4216957	1	7
421695837	1	9
421695873	0	9
421697358	0	9
421697385	1	9
4216975	1	7
421697835	1	9
421697853	0	9
42169835	2	8
421698375	1	9
4216985	1	7
4216987	1	7
42173568	2	8
421735698	0	9
421735869	0	9
421735896	0	9
421735968	0	9
42173598	2	8
421736589	1	9
421736598	0	9
421736859	0	9
421736895	0	9
421736958	0	9
421736985	1	9
421738569	1	9
42173859	2	8
42173865	2	8
42173869	2	8
42173895	2	8
421738965	1	9
421739568	0	9
42173958	2	8
421739658	0	9
42173968	2	8
421739856	0	9
421739865	0	9
4217536	1	7
421753869	1	9
421753896	1	9
4217539	1	7
421756389	1	9
421756398	0	9
421756839	1	9
421756893	0	9
4217569	1	7
421758369	1	9
42175839	2	8
4217586	1	7
4217589	1	7
421759368	0	9
42175938	2	8
4217596	1	7
421759836	1	9
421759863	0	9
4217635	1	7
42176385	2	8
421763895	1	9
42176395	2	8
421763985	1	9
42176538	2	8
421765398	0	9
42176583	2	8
421765893	0	9
42176593	2	8
42176598	2	8
42176835	2	8
42176839	2	8
4217685	1	7
421768935	1	9
42176895	2	8
421769358	0	9
42176938	2	8
4217695	1	7
421769835	1	9
421769853	0	9
421783569	1	9
421783596	1	9
42178365	2	8
421783695	1	9
42178395	2	8
421783965	1	9
421785369	0	9
421785396	0	9
42178563	2	8
421785693	0	9
42178593	2	8
421785963	0	9
421786359	0	9
421786395	0	9
421786539	1	9
421786593	0	9
421786935	1	9
421786953	0	9
421789356	0	9
421789365	0	9
421789536	1	9
421789563	0	9
421789635	1	9
421789653	0	9
4217935	1	7
42179365	2	8
421793685	1	9
42179385	2	8
421793865	1	9
421795368	0	9
42179538	2	8
42179563	2	8
42179568	2	8
42179583	2	8
421795863	0	9
421796358	0	9
421796385	1	9
4217965	1	7
421796835	1	9
421796853	0	9
42179835	2	8
421798365	1	9
4217985	1	7
421798635	1	9
42179865	2	8
421835	2	6
421836579	1	9
421836597	1	9
4218367	1	7
42183695	2	8
421836975	1	9
421837569	1	9
42183759	2	8
42183765	2	8
42183769	2	8
42183795	2	8
421837965	1	9
421839567	1	9
42183957	2	8
42183965	2	8
42183967	2	8
4218397	1	7
4218536	1	7
4218537	1	7
4218539	1	7
421856379	1	9
421856397	1	9
4218567	1	7
4218569	1	7
421857369	1	9
42185739	2	8
4218576	1	7
4218579	1	7
421859367	1	9
42185937	2	8
4218596	1	7
4218597	1	7
4218635	1	7
4218637	1	7
42186395	2	8
421863975	1	9
421865	2	6
42186735	2	8
42186739	2	8
4218675	1	7
421867935	1	9
42186795	2	8
42186935	2	8
42186937	2	8
4218695	1	7
4218697	1	7
42187	1	5
4218935	1	7
42189365	2	8
421893675	1	9
4218937	1	7
421895	2	6
42189635	2	8
421896375	1	9
4218965	1	7
4218967	1	7
42189735	2	8
421897365	1	9
4218975	1	7
421897635	1	9
42189765	2	8
421935678	0	9
42193568	2	8
4219357	1	7
421935867	1	9
421935876	0	9
421936578	0	9
421936587	1	9
4219367	1	7
421936857	1	9
421936875	0	9
421937568	0	9
42193758	2	8
421937658	0	9
42193768	2	8
421937856	0	9
421937865	0	9
421938567	1	9
42193857	2	8
42193865	2	8
42193867	2	8
4219387	1	7
4219536	1	7
4219537	1	7
42195386	2	8
421953876	1	9
421956378	0	9
421956387	1	9
4219567	1	7
42195683	2	8
421956873	0	9
421957368	0	9
42195738	2	8
4219576	1	7
421957836	1	9
421957863	0	9
421958367	1	9
42195837	2	8
4219586	1	7
4219587	1	7
4219635	1	7
4219637	1	7
421963857	1	9
421963875	1	9
421965378	0	9
42196538	2	8
4219657	1	7
421965837	1	9
421965873	0	9
421967358	0	9
42196738	2	8
4219675	1	7
421967835	1	9
421967853	0	9
42196835	2	8
42196837	2	8
4219685	1	7
4219687	1	7
42197	1	5
42198356	2	8
421983576	1	9
421983657	1	9
421983675	1	9
4219837	1	7
421985367	1	9
421985376	0	9
421985637	1	9
421985673	0	9
4219857	1	7
421986357	1	9
421986375	0	9
42198653	2	8
421986573	0	9
4219867	1	7
421987356	0	9
421987365	0	9
421987536	1	9
421987563	0	9
421987635	1	9
421987653	0	9
4231567	1	7
423156879	0	9
423156897	1	9
423156978	0	9
423156987	1	9
4231576	1	7
423157869	0	9
423157896	1	9
423157968	0	9
423157986	1	9
4231586	1	7
4231587	1	7
423158967	1	9
423158976	1	9
4231596	1	7
4231597	1	7
423159867	1	9
423159876	1	9
42316578	2	8
42316579	2	8
423165879	1	9
42316589	2	8
4231659	1	7
4231675	1	7
423167859	1	9
423167895	1	9
4231679	1	7
4231685	1	7
42316875	2	8
423168795	1	9
4231689	1	7
4231695	1	7
42316975	2	8
423169785	1	9
42316985	2	8
423169875	1	9
42317568	2	8
42317569	2	8
423175869	1	9
42317589	2	8
423175968	1	9
42317598	2	8
4231765	1	7
423176859	1	9
423176895	1	9
423176958	1	9
423176985	1	9
4231785	1	7
42317865	2	8
423178695	1	9
42317895	2	8
423178965	1	9
4231795	1	7
42317965	2	8
423179685	1	9
42317985	2	8
423179865	1	9
423185679	1	9
42318569	2	8
423185769	1	9
42318579	2	8
423185967	1	9
423185976	1	9
423186579	0	9
423186597	1	9
423186759	1	9
423186795	1	9
423186957	1	9
423186975	0	9
423187569	0	9
423187596	1	9
423187659	1	9
423187695	1	9
423187956	1	9
423187965	0	9
423189567	1	9
423189576	1	9
42318965	2	8
423189675	1	9
42318975	2	8
423189765	1	9
4231956	1	7
423195768	1	9
42319578	2	8
423195867	1	9
423195876	1	9
423196578	0	9
423196587	1	9
423196758	1	9
423196785	1	9
423196857	1	9
423196875	0	9
423197568	0	9
423197586	1	9
4231976	1	7
423197856	1	9
423197865	0	9
423198567	1	9
423198576	1	9
4231986	1	7
42319875	2	8
423198765	1	9
4235167	1	7
423516879	0	9
423516897	1	9
423516978	0	9
42351698	2	8
42351768	2	8
423517698	0	9
423517869	0	9
423517896	0	9
423517968	0	9
42351798	2	8
423518	2	6
423519678	0	9
42351968	2	8
4235197	1	7
423519867	1	9
423519876	0	9
42356178	2	8
42356179	2	8
423561879	1	9
42356189	2	8
4235619	1	7
42356718	2	8
423567198	0	9
423567819	1	9
423567891	0	9
4235679	1	7
423568	2	6
423569178	0	9
42356918	2	8
42356971	2	8
42356978	2	8
42356981	2	8
423569871	0	9
42357168	2	8
42357169	2	8
423571869	1	9
42357189	2	8
423571968	1	9
42357198	2	8
4235761	1	7
423576819	1	9
423576891	1	9
423576918	1	9
42357698	2	8
423578	2	6
4235791	1	7
42357961	2	8
42357968	2	8
42357981	2	8
423579861	1	9
423581679	1	9
42358169	2	8
423581769	1	9
42358179	2	8
423581967	1	9
423581976	1	9
423586179	0	9
423586197	1	9
423586719	1	9
423586791	1	9
423586917	1	9
423586971	0	9
423587169	0	9
423587196	0	9
423587619	1	9
423587691	0	9
423587916	1	9
423587961	0	9
423589167	1	9
423589176	0	9
42358961	2	8
423589671	0	9
42358971	2	8
423589761	1	9
4235916	1	7
423591768	1	9
42359178	2	8
423591867	1	9
423591876	1	9
423596178	0	9
42359618	2	8
423596718	1	9
42359678	2	8
423596817	1	9
423596871	0	9
423597168	0	9
42359718	2	8
